ZIP_CODE,FirstDose,SecondDose,SingleDose,AtleastOneDose,FullyVaccinated
70633,1.0,,,,
70634,2.0,1.0,,,
70665,1.0,1.0,,,
70668,1.0,1.0,,,
70716,1.0,1.0,,,
70734,1.0,1.0,,,
70784,1.0,1.0,,,
70802,3.0,2.0,,,
70815,5.0,4.0,,,
70816,8.0,3.0,2.0,10.0,5.0
70817,11.0,7.0,,,
70835,1.0,1.0,,,
70852,1.0,1.0,,,
71033,1.0,1.0,,,
71052,1.0,,,,
71103,3.0,2.0,,,
71118,1.0,,,,
71119,3.0,2.0,,,
71201,4.0,1.0,,,
71202,2.0,,,,
71203,8.0,4.0,,,
71218,1.0,,,,
71220,1.0,,,,
71270,9.0,3.0,,,
71301,1.0,1.0,,,
71303,10.0,4.0,,,
71401,1.0,1.0,,,
71420,,,1.0,,
71601,2.0,1.0,,,
71602,1.0,1.0,3.0,4.0,4.0
71603,2.0,2.0,,,
71635,2.0,1.0,,,
71670,1.0,,,,
71701,1.0,,,,
71770,1.0,,,,
71854,3.0,2.0,,,
71953,2.0,2.0,,,
71970,1.0,1.0,,,
72002,1.0,1.0,1.0,2.0,2.0
72019,2.0,1.0,,,
72022,6.0,2.0,,,
72035,1.0,,,,
72070,1.0,,,,
72087,1.0,1.0,,,
72104,1.0,,,,
72120,4.0,3.0,1.0,5.0,4.0
72122,1.0,1.0,1.0,2.0,2.0
72136,1.0,1.0,,,
72204,3.0,2.0,,,
72205,5.0,3.0,,,
72206,2.0,1.0,,,
72306,1.0,1.0,,,
72373,1.0,1.0,,,
72404,3.0,1.0,,,
72405,,,1.0,,
72454,1.0,1.0,,,
72472,1.0,1.0,,,
72704,2.0,2.0,,,
72722,1.0,,,,
72756,2.0,1.0,,,
72824,,,1.0,,
72904,1.0,1.0,1.0,2.0,2.0
72908,3.0,3.0,,,
72921,2.0,1.0,,,
73007,,,1.0,,
73008,3.0,1.0,,,
73025,3.0,3.0,,,
73072,12.0,3.0,,,
73075,1.0,1.0,,,
73090,1.0,1.0,,,
73105,2.0,2.0,,,
73106,6.0,4.0,1.0,7.0,5.0
73107,2.0,1.0,,,
73122,1.0,,,,
73139,,,1.0,,
73141,,,2.0,,
73142,6.0,3.0,,,
73439,1.0,,,,
73507,3.0,3.0,,,
73543,1.0,1.0,,,
74011,2.0,1.0,,,
74074,3.0,2.0,,,
74075,1.0,,,,
74127,2.0,1.0,,,
74128,1.0,1.0,,,
74426,2.0,,,,
75010,11.0,8.0,1.0,12.0,9.0
75013,24.0,13.0,1.0,25.0,14.0
75028,34.0,21.0,2.0,36.0,23.0
75044,10.0,2.0,,,
75047,1.0,1.0,,,
75060,3.0,3.0,1.0,4.0,4.0
75061,7.0,5.0,,,
75062,12.0,9.0,,,
75063,19.0,6.0,1.0,20.0,7.0
75077,7.0,2.0,1.0,8.0,3.0
75078,7.0,5.0,,,
75080,18.0,7.0,,,
75094,6.0,4.0,,,
75114,1.0,1.0,,,
75146,3.0,2.0,,,
75180,3.0,,,,
75181,3.0,2.0,,,
75211,9.0,4.0,,,
75212,3.0,1.0,,,
75214,9.0,3.0,,,
75227,7.0,6.0,,,
75228,9.0,6.0,,,
75229,10.0,4.0,2.0,12.0,6.0
75230,14.0,6.0,,,
75231,8.0,3.0,1.0,9.0,4.0
75244,3.0,2.0,,,
75246,1.0,1.0,,,
75247,1.0,1.0,,,
75378,1.0,,,,
75379,1.0,,,,
75414,1.0,1.0,,,
75428,4.0,3.0,,,
75446,1.0,,,,
75647,2.0,,,,
75662,1.0,,,,
75762,1.0,1.0,,,
75846,1.0,1.0,,,
75847,,,1.0,,
75915,1.0,1.0,,,
75965,4.0,3.0,,,
76013,8.0,5.0,3.0,11.0,8.0
76014,1.0,1.0,,,
76015,3.0,,,,
76016,9.0,3.0,1.0,10.0,4.0
76031,4.0,,,,
76033,4.0,2.0,,,
76048,3.0,,,,
76049,2.0,1.0,,,
76050,1.0,1.0,,,
76063,15.0,7.0,1.0,16.0,8.0
76065,3.0,2.0,,,
76082,2.0,2.0,,,
76114,1.0,1.0,,,
76115,2.0,1.0,,,
76116,13.0,6.0,1.0,14.0,7.0
76131,7.0,5.0,,,
76132,7.0,6.0,,,
76133,7.0,4.0,,,
76148,1.0,1.0,,,
76164,1.0,1.0,,,
76180,9.0,1.0,,,
76182,7.0,1.0,,,
76230,1.0,1.0,,,
76247,1.0,1.0,,,
76248,16.0,6.0,1.0,17.0,7.0
76249,1.0,,,,
76250,1.0,1.0,,,
76266,2.0,1.0,,,
76367,2.0,1.0,,,
76401,,,1.0,,
76450,1.0,1.0,,,
76501,2.0,1.0,,,
76548,9.0,5.0,1.0,10.0,6.0
76549,18.0,9.0,3.0,21.0,12.0
76550,2.0,,,,
76632,1.0,,,,
76701,2.0,1.0,,,
76801,2.0,,,,
76802,,,1.0,,
76834,1.0,,,,
76901,3.0,1.0,,,
77002,11.0,6.0,1.0,12.0,7.0
77016,2.0,1.0,,,
70769,4.0,1.0,,,
70803,3.0,1.0,,,
70805,3.0,1.0,,,
70814,4.0,2.0,,,
70821,1.0,1.0,,,
71037,7.0,3.0,,,
71055,1.0,,,,
71105,6.0,4.0,,,
71107,1.0,,1.0,2.0,
71112,9.0,7.0,,,
71205,1.0,1.0,,,
71280,1.0,1.0,,,
71291,4.0,2.0,,,
71366,1.0,,,,
71373,1.0,1.0,,,
71423,1.0,,,,
71446,6.0,4.0,,,
71457,2.0,1.0,,,
71655,5.0,4.0,,,
71730,1.0,1.0,,,
71857,1.0,,,,
71909,1.0,,,,
71923,1.0,1.0,,,
72023,4.0,3.0,,,
72032,1.0,,,,
72034,5.0,3.0,1.0,6.0,4.0
72116,3.0,2.0,,,
72118,1.0,,,,
72150,1.0,1.0,,,
72202,5.0,3.0,,,
72207,2.0,,,,
72209,2.0,2.0,,,
72223,13.0,3.0,,,
72227,3.0,2.0,,,
72450,2.0,2.0,,,
72543,1.0,1.0,,,
72727,2.0,1.0,,,
72761,3.0,1.0,,,
72802,2.0,1.0,,,
72936,,,1.0,,
73020,3.0,2.0,,,
73034,7.0,5.0,2.0,9.0,7.0
73084,1.0,1.0,,,
73102,4.0,4.0,1.0,5.0,5.0
73104,1.0,,1.0,2.0,
73118,5.0,2.0,,,
73120,10.0,7.0,,,
73127,,,1.0,,
73134,3.0,1.0,,,
73145,5.0,5.0,1.0,6.0,6.0
73159,2.0,1.0,,,
73170,5.0,4.0,,,
73179,1.0,,,,
73529,,,1.0,,
73538,1.0,1.0,,,
73572,1.0,,,,
73702,,,1.0,,
74006,1.0,,2.0,3.0,
74063,2.0,1.0,,,
74104,2.0,1.0,1.0,3.0,2.0
74106,1.0,1.0,,,
74115,1.0,,,,
74120,2.0,1.0,,,
74129,1.0,,1.0,2.0,
74354,1.0,1.0,,,
74447,1.0,,,,
74547,1.0,,,,
74883,1.0,1.0,,,
75001,10.0,5.0,,,
75006,10.0,6.0,1.0,11.0,7.0
75024,27.0,10.0,,,
75033,8.0,4.0,,,
75040,12.0,5.0,,,
75042,4.0,3.0,,,
75051,2.0,1.0,,,
75056,23.0,10.0,3.0,26.0,13.0
75067,17.0,11.0,1.0,18.0,12.0
75074,14.0,8.0,1.0,15.0,9.0
75081,9.0,1.0,,,
75090,4.0,2.0,,,
75092,2.0,2.0,,,
75110,4.0,1.0,,,
75115,12.0,7.0,1.0,13.0,8.0
75124,3.0,1.0,,,
75126,9.0,5.0,1.0,10.0,6.0
75149,7.0,3.0,,,
75156,2.0,2.0,,,
75158,1.0,1.0,,,
75160,1.0,1.0,,,
75165,6.0,4.0,3.0,9.0,7.0
75167,1.0,1.0,,,
75201,13.0,10.0,,,
75208,6.0,2.0,1.0,7.0,3.0
75215,1.0,1.0,,,
75217,7.0,3.0,,,
75224,3.0,1.0,,,
75226,3.0,,,,
75233,4.0,3.0,,,
75235,11.0,4.0,3.0,14.0,7.0
75240,11.0,5.0,1.0,12.0,6.0
75249,3.0,1.0,,,
75374,1.0,1.0,,,
75401,2.0,2.0,,,
75419,1.0,1.0,,,
75442,1.0,,,,
75460,,,1.0,,
75501,3.0,1.0,,,
75601,4.0,2.0,,,
75633,1.0,1.0,,,
75701,3.0,1.0,,,
75703,2.0,2.0,2.0,4.0,4.0
75785,1.0,,,,
75792,1.0,1.0,,,
75801,1.0,,,,
75803,1.0,1.0,,,
75901,2.0,2.0,,,
75935,1.0,,,,
75944,1.0,,,,
76001,,,2.0,,
76010,15.0,6.0,1.0,16.0,7.0
76012,8.0,3.0,,,
76017,16.0,6.0,,,
76028,8.0,6.0,,,
76051,19.0,10.0,1.0,20.0,11.0
76053,4.0,2.0,,,
76060,2.0,,,,
76085,1.0,1.0,,,
76087,6.0,2.0,,,
76092,14.0,8.0,,,
76101,1.0,,,,
76103,1.0,,,,
76110,1.0,,1.0,2.0,
76112,3.0,2.0,,,
76117,2.0,,,,
76119,8.0,6.0,,,
76126,6.0,3.0,,,
76135,1.0,,,,
76137,19.0,9.0,1.0,20.0,10.0
76201,10.0,6.0,,,
76210,9.0,6.0,,,
76226,4.0,2.0,,,
76244,18.0,11.0,2.0,20.0,13.0
76262,9.0,3.0,1.0,10.0,4.0
76301,2.0,,,,
76310,1.0,,,,
76528,3.0,2.0,,,
76537,1.0,1.0,,,
76544,15.0,11.0,,,
76571,2.0,1.0,,,
76630,1.0,,,,
76653,,,1.0,,
76655,2.0,1.0,,,
76712,4.0,1.0,,,
76837,1.0,1.0,,,
76903,3.0,3.0,,,
76905,7.0,4.0,,,
77003,5.0,1.0,,,
77005,25.0,13.0,1.0,26.0,14.0
77014,4.0,3.0,,,
77021,9.0,5.0,,,
77023,3.0,1.0,,,
77030,18.0,11.0,1.0,19.0,12.0
77037,1.0,,,,
77039,5.0,4.0,,,
77046,3.0,,,,
77053,4.0,3.0,,,
77055,6.0,4.0,1.0,7.0,5.0
77057,12.0,5.0,,,
77062,8.0,5.0,,,
77064,8.0,5.0,,,
77071,17.0,9.0,,,
77073,8.0,5.0,,,
77080,4.0,3.0,1.0,5.0,4.0
77082,22.0,16.0,,,
77087,3.0,1.0,1.0,4.0,2.0
77089,5.0,3.0,,,
77096,15.0,7.0,2.0,17.0,9.0
77098,15.0,8.0,,,
77316,4.0,1.0,1.0,5.0,2.0
77339,12.0,6.0,,,
77346,16.0,8.0,,,
77357,1.0,1.0,1.0,2.0,2.0
77371,,,1.0,,
77373,2.0,2.0,1.0,3.0,3.0
77380,8.0,4.0,1.0,9.0,5.0
77382,21.0,11.0,,,
77389,13.0,5.0,,,
77396,7.0,1.0,,,
77407,19.0,12.0,1.0,20.0,13.0
77414,3.0,1.0,1.0,4.0,2.0
77423,1.0,1.0,,,
77441,7.0,4.0,,,
77446,3.0,1.0,,,
77471,2.0,,,,
77480,2.0,1.0,,,
77482,2.0,2.0,,,
77489,8.0,5.0,,,
77491,1.0,1.0,,,
77496,1.0,1.0,,,
77498,12.0,6.0,1.0,13.0,7.0
77505,2.0,1.0,,,
77514,1.0,1.0,,,
77521,4.0,3.0,,,
77530,2.0,1.0,,,
77532,2.0,2.0,,,
77539,7.0,2.0,,,
77546,13.0,9.0,1.0,14.0,10.0
77550,3.0,1.0,,,
77555,1.0,1.0,,,
77566,2.0,1.0,,,
77571,5.0,3.0,,,
77573,20.0,16.0,1.0,21.0,17.0
77575,3.0,1.0,,,
77591,4.0,4.0,,,
73505,6.0,3.0,,,
73521,2.0,,,,
73580,1.0,,,,
73703,3.0,3.0,,,
73762,1.0,1.0,,,
74003,1.0,1.0,,,
74012,9.0,6.0,1.0,10.0,7.0
74014,3.0,1.0,,,
74021,1.0,1.0,,,
74037,1.0,1.0,1.0,2.0,2.0
74039,1.0,1.0,,,
74053,1.0,1.0,,,
74055,5.0,3.0,,,
74080,1.0,1.0,,,
74105,6.0,2.0,,,
74112,3.0,,,,
74114,3.0,2.0,1.0,4.0,3.0
74137,5.0,4.0,,,
74146,1.0,1.0,,,
74432,2.0,,,,
74464,2.0,1.0,,,
74525,1.0,,,,
74850,,,1.0,,
74857,,,1.0,,
74948,2.0,2.0,,,
75000,,,1.0,,
75007,14.0,8.0,,,
75009,4.0,3.0,,,
75016,1.0,,,,
75023,8.0,4.0,1.0,9.0,5.0
75025,24.0,13.0,,,
75032,6.0,3.0,2.0,8.0,5.0
75034,10.0,6.0,2.0,12.0,8.0
75039,11.0,5.0,,,
75041,3.0,2.0,,,
75043,11.0,6.0,,,
75048,2.0,,,,
75050,7.0,3.0,,,
75057,5.0,3.0,,,
75068,10.0,8.0,1.0,11.0,9.0
75075,12.0,5.0,1.0,13.0,6.0
75082,10.0,6.0,,,
75093,23.0,12.0,2.0,25.0,14.0
75098,6.0,,,,
75109,2.0,2.0,,,
75116,1.0,1.0,,,
75125,1.0,,,,
75134,2.0,2.0,,,
75148,1.0,,,,
75150,9.0,5.0,1.0,10.0,6.0
75207,2.0,1.0,,,
75209,4.0,2.0,1.0,5.0,3.0
75216,6.0,6.0,,,
75218,3.0,2.0,,,
75223,2.0,2.0,,,
75225,9.0,5.0,,,
75232,1.0,1.0,,,
75234,9.0,3.0,,,
75241,3.0,2.0,,,
75243,17.0,7.0,,,
75248,11.0,8.0,1.0,12.0,9.0
75252,13.0,6.0,1.0,14.0,7.0
75350,1.0,1.0,,,
75402,1.0,1.0,,,
75407,6.0,1.0,,,
75409,1.0,1.0,,,
75457,1.0,1.0,,,
75482,2.0,1.0,2.0,4.0,3.0
75602,2.0,2.0,,,
75650,2.0,2.0,,,
75652,1.0,1.0,,,
75686,1.0,,,,
75691,1.0,,,,
75709,1.0,1.0,,,
75766,2.0,2.0,,,
75961,1.0,1.0,,,
75968,1.0,1.0,,,
75979,1.0,1.0,,,
76002,4.0,1.0,,,
76009,1.0,,2.0,3.0,
76011,1.0,,,,
76018,6.0,5.0,,,
76020,3.0,2.0,,,
76034,8.0,3.0,1.0,9.0,4.0
76036,6.0,3.0,,,
76043,1.0,,,,
76052,6.0,2.0,,,
76054,2.0,2.0,,,
76084,1.0,,,,
76086,1.0,,,,
76102,3.0,3.0,,,
76104,6.0,3.0,,,
76109,6.0,3.0,,,
76111,4.0,3.0,,,
76118,1.0,,,,
76120,3.0,2.0,1.0,4.0,3.0
76127,2.0,1.0,,,
76134,3.0,2.0,,,
76177,6.0,5.0,1.0,7.0,6.0
76179,10.0,6.0,1.0,11.0,7.0
76209,5.0,3.0,,,
76227,14.0,7.0,1.0,15.0,8.0
76234,4.0,2.0,,,
76252,1.0,1.0,,,
76270,1.0,,,,
76302,6.0,5.0,,,
76311,1.0,1.0,,,
76354,1.0,1.0,,,
76502,1.0,,1.0,2.0,
76504,2.0,,,,
76513,6.0,3.0,2.0,8.0,5.0
76520,2.0,,,,
76522,8.0,4.0,1.0,9.0,5.0
76579,1.0,1.0,,,
76704,1.0,1.0,,,
76706,5.0,2.0,1.0,6.0,3.0
76711,1.0,1.0,,,
76904,11.0,7.0,1.0,12.0,8.0
76945,1.0,,,,
77004,11.0,5.0,,,
77006,17.0,10.0,,,
77013,1.0,,,,
77015,12.0,4.0,,,
77022,6.0,3.0,,,
77031,3.0,3.0,,,
77040,5.0,4.0,,,
77045,8.0,5.0,,,
77047,5.0,3.0,,,
77054,20.0,11.0,,,
77056,15.0,5.0,,,
77063,9.0,6.0,2.0,11.0,8.0
77065,3.0,1.0,,,
77070,12.0,6.0,,,
77072,13.0,8.0,,,
77079,12.0,9.0,,,
77081,12.0,8.0,,,
77088,4.0,2.0,,,
77090,8.0,5.0,2.0,10.0,7.0
77095,23.0,10.0,5.0,28.0,15.0
77204,1.0,,,,
77238,1.0,,,,
77304,5.0,2.0,,,
77331,1.0,1.0,,,
77338,11.0,5.0,,,
77340,2.0,,,,
77354,2.0,1.0,,,
77356,11.0,3.0,,,
77363,2.0,,,,
77365,7.0,1.0,1.0,8.0,2.0
77372,,,2.0,,
77379,26.0,14.0,,,
77381,8.0,6.0,,,
77388,11.0,4.0,,,
77399,37.0,12.0,8.0,45.0,20.0
77406,14.0,5.0,,,
77422,1.0,,,,
77429,16.0,13.0,,,
77433,17.0,12.0,1.0,18.0,13.0
77449,21.0,7.0,1.0,22.0,8.0
77465,1.0,,,,
77474,,,1.0,,
77479,31.0,16.0,3.0,34.0,19.0
77488,2.0,1.0,,,
77506,3.0,,,,
77515,1.0,,,,
77522,2.0,1.0,,,
77531,1.0,1.0,,,
77547,2.0,1.0,,,
77549,1.0,,,,
77565,3.0,1.0,,,
77581,7.0,4.0,,,
77583,8.0,6.0,,,
77590,3.0,2.0,,,
77640,1.0,1.0,,,
77656,1.0,1.0,,,
77665,1.0,,,,
77706,8.0,7.0,,,
77708,2.0,1.0,,,
77713,2.0,1.0,,,
77808,,,1.0,,
77833,1.0,1.0,,,
77840,22.0,14.0,,,
77856,,,1.0,,
77990,1.0,1.0,,,
78006,1.0,1.0,,,
78015,3.0,2.0,,,
78040,1.0,,,,
78042,1.0,,,,
78056,1.0,,,,
78065,1.0,1.0,,,
78076,2.0,2.0,,,
78101,2.0,,,,
78108,12.0,6.0,1.0,13.0,7.0
78124,1.0,1.0,,,
78133,3.0,3.0,,,
78201,2.0,1.0,,,
78210,7.0,,1.0,8.0,
78215,4.0,2.0,,,
78217,6.0,3.0,1.0,7.0,4.0
78224,1.0,1.0,,,
78233,5.0,3.0,,,
78240,20.0,12.0,,,
78242,2.0,1.0,,,
78249,21.0,12.0,2.0,23.0,14.0
78251,18.0,11.0,,,
78258,23.0,17.0,,,
78260,12.0,4.0,,,
78374,1.0,,,,
78408,1.0,1.0,,,
78410,2.0,2.0,,,
78415,2.0,2.0,,,
78501,8.0,3.0,,,
78526,11.0,5.0,,,
78542,4.0,2.0,,,
76106,4.0,1.0,,,
76107,14.0,9.0,,,
76108,9.0,6.0,,,
76123,2.0,2.0,,,
76140,4.0,2.0,,,
76155,5.0,3.0,,,
76190,4.0,,,,
76205,4.0,3.0,,,
76207,2.0,1.0,2.0,4.0,3.0
76208,4.0,1.0,,,
76225,1.0,,,,
76240,4.0,1.0,,,
76255,1.0,1.0,,,
76273,1.0,,,,
76306,1.0,1.0,1.0,2.0,2.0
76308,1.0,1.0,,,
76309,4.0,4.0,,,
76426,1.0,,1.0,2.0,
76508,1.0,1.0,,,
76539,1.0,1.0,,,
76541,5.0,4.0,,,
76542,30.0,16.0,2.0,32.0,18.0
76543,3.0,1.0,,,
76557,2.0,,,,
76559,4.0,2.0,1.0,5.0,3.0
76574,1.0,1.0,,,
76642,1.0,1.0,,,
76643,3.0,1.0,1.0,4.0,2.0
76660,,,1.0,,
76708,3.0,1.0,,,
76710,,,1.0,,
76825,1.0,,,,
76859,1.0,,,,
76908,6.0,4.0,1.0,7.0,5.0
76941,1.0,,,,
77007,17.0,9.0,1.0,18.0,10.0
77008,8.0,7.0,,,
77009,9.0,5.0,,,
77010,1.0,,,,
77011,,,1.0,,
77024,14.0,6.0,,,
77025,18.0,6.0,,,
77026,6.0,2.0,,,
77027,15.0,5.0,,,
77041,7.0,4.0,,,
77042,10.0,4.0,1.0,11.0,5.0
77043,10.0,4.0,3.0,13.0,7.0
77044,13.0,6.0,1.0,14.0,7.0
77058,12.0,6.0,,,
77059,8.0,4.0,1.0,9.0,5.0
77060,3.0,3.0,,,
77061,1.0,1.0,,,
77074,5.0,1.0,3.0,8.0,4.0
77075,3.0,1.0,1.0,4.0,2.0
77076,7.0,2.0,,,
77077,99.0,85.0,2.0,101.0,87.0
77091,3.0,1.0,1.0,4.0,2.0
77092,8.0,5.0,,,
77093,1.0,1.0,1.0,2.0,2.0
77094,3.0,,,,
77225,1.0,1.0,,,
77327,2.0,1.0,1.0,3.0,2.0
77342,1.0,1.0,,,
77345,8.0,3.0,2.0,10.0,5.0
77375,13.0,6.0,,,
77377,6.0,3.0,2.0,8.0,5.0
77378,1.0,1.0,,,
77459,29.0,15.0,3.0,32.0,18.0
77477,15.0,9.0,,,
77478,7.0,4.0,1.0,8.0,5.0
77493,14.0,7.0,,,
77494,27.0,14.0,3.0,30.0,17.0
77511,4.0,3.0,1.0,5.0,4.0
77545,2.0,1.0,,,
77578,7.0,4.0,,,
77627,3.0,2.0,,,
77642,2.0,1.0,,,
77659,1.0,1.0,,,
77662,3.0,1.0,,,
77777,61.0,45.0,1.0,62.0,46.0
77845,12.0,9.0,,,
77963,,,1.0,,
77979,3.0,1.0,,,
78028,6.0,1.0,,,
78045,11.0,3.0,,,
78046,1.0,1.0,,,
78061,1.0,,,,
78063,1.0,,,,
78112,1.0,,,,
78114,3.0,3.0,,,
78130,8.0,6.0,,,
78163,1.0,1.0,,,
78211,4.0,2.0,,,
78212,4.0,1.0,,,
78213,2.0,2.0,,,
78214,1.0,,,,
78227,6.0,3.0,,,
78228,4.0,3.0,,,
78229,7.0,2.0,,,
78230,11.0,4.0,2.0,13.0,6.0
78231,4.0,1.0,,,
78244,3.0,2.0,,,
78245,23.0,10.0,1.0,24.0,11.0
78247,9.0,5.0,,,
78261,11.0,3.0,,,
78264,2.0,2.0,,,
78362,1.0,1.0,,,
77017,1.0,,,,
77018,7.0,3.0,,,
77019,9.0,1.0,,,
77032,1.0,1.0,,,
77033,3.0,2.0,,,
77034,1.0,,,,
77035,7.0,4.0,,,
77036,12.0,6.0,,,
77049,3.0,2.0,,,
77050,1.0,,,,
77051,3.0,1.0,1.0,4.0,2.0
77066,3.0,2.0,,,
77067,2.0,1.0,,,
77068,4.0,2.0,,,
77069,1.0,,,,
77083,16.0,10.0,1.0,17.0,11.0
77084,18.0,12.0,,,
77085,1.0,1.0,1.0,2.0,2.0
77086,2.0,1.0,,,
77099,13.0,5.0,1.0,14.0,6.0
77218,1.0,1.0,,,
77219,1.0,1.0,,,
77301,2.0,2.0,,,
77302,2.0,2.0,,,
77303,2.0,,,,
77318,1.0,1.0,,,
77320,2.0,,,,
77333,1.0,1.0,,,
77336,,,1.0,,
77351,5.0,3.0,,,
77383,1.0,1.0,,,
77384,8.0,5.0,,,
77385,3.0,3.0,,,
77386,12.0,5.0,1.0,13.0,6.0
77401,14.0,5.0,,,
77402,1.0,1.0,,,
77417,1.0,1.0,,,
77418,3.0,3.0,,,
77450,25.0,16.0,2.0,27.0,18.0
77453,1.0,,,,
77469,10.0,4.0,1.0,11.0,5.0
77484,2.0,1.0,,,
77502,2.0,2.0,,,
77503,3.0,2.0,,,
77504,2.0,1.0,,,
77519,1.0,1.0,,,
77520,5.0,2.0,,,
77535,1.0,,,,
77536,2.0,1.0,,,
77551,2.0,2.0,,,
77553,1.0,1.0,,,
77554,2.0,2.0,1.0,3.0,3.0
77568,2.0,2.0,,,
77584,27.0,13.0,,,
77586,9.0,3.0,1.0,10.0,4.0
77587,1.0,1.0,,,
77651,,,1.0,,
77670,1.0,1.0,,,
77701,2.0,,,,
77702,1.0,,,,
77801,5.0,2.0,,,
77802,2.0,1.0,1.0,3.0,2.0
77803,2.0,,,,
77868,1.0,,1.0,2.0,
77901,4.0,1.0,,,
77904,1.0,,,,
78069,1.0,1.0,,,
78070,2.0,1.0,,,
78102,1.0,,,,
78154,8.0,4.0,1.0,9.0,5.0
78155,3.0,2.0,,,
78202,5.0,2.0,,,
78203,1.0,1.0,,,
78204,2.0,,,,
78205,2.0,1.0,,,
78219,4.0,1.0,,,
78220,2.0,1.0,,,
78221,2.0,,,,
78222,,,1.0,,
78236,5.0,3.0,1.0,6.0,4.0
78238,1.0,,1.0,2.0,
78239,1.0,1.0,,,
78252,1.0,1.0,,,
78253,23.0,12.0,,,
78254,12.0,3.0,4.0,16.0,7.0
78255,7.0,6.0,1.0,8.0,7.0
78256,12.0,8.0,,,
78336,1.0,,,,
78355,2.0,1.0,,,
78373,2.0,1.0,,,
78404,3.0,2.0,,,
78503,2.0,2.0,,,
78504,8.0,3.0,1.0,9.0,4.0
78520,5.0,2.0,,,
78521,12.0,5.0,2.0,14.0,7.0
78537,5.0,3.0,,,
78539,6.0,4.0,,,
78540,2.0,1.0,,,
78570,1.0,1.0,,,
78572,16.0,8.0,1.0,17.0,9.0
78573,2.0,,,,
78589,2.0,,,,
78620,5.0,4.0,,,
78621,2.0,,,,
78639,1.0,,1.0,2.0,
78640,9.0,6.0,,,
78654,1.0,,,,
77598,10.0,5.0,,,
77625,1.0,1.0,,,
77632,2.0,1.0,,,
77657,2.0,2.0,,,
77705,4.0,2.0,,,
77707,2.0,1.0,,,
77805,1.0,1.0,,,
77807,1.0,1.0,,,
77859,1.0,,,,
77964,1.0,1.0,,,
78023,9.0,2.0,,,
78041,4.0,1.0,,,
78043,4.0,3.0,,,
78109,12.0,9.0,,,
78132,4.0,2.0,,,
78148,4.0,3.0,,,
78207,1.0,,,,
78209,18.0,7.0,,,
78216,9.0,4.0,,,
78218,5.0,3.0,,,
78223,2.0,1.0,,,
78225,1.0,,,,
78232,9.0,4.0,,,
78234,2.0,,1.0,3.0,
78248,19.0,16.0,4.0,23.0,20.0
78250,9.0,6.0,1.0,10.0,7.0
78257,5.0,2.0,,,
78259,10.0,4.0,,,
78266,1.0,1.0,,,
78368,2.0,1.0,1.0,3.0,2.0
78382,3.0,,,,
78384,1.0,,,,
78416,3.0,2.0,,,
78418,10.0,5.0,,,
78502,1.0,,,,
78516,1.0,1.0,,,
78541,2.0,2.0,1.0,3.0,3.0
78550,14.0,10.0,,,
78552,4.0,2.0,1.0,5.0,3.0
78557,1.0,1.0,1.0,2.0,2.0
78559,2.0,,,,
78566,2.0,1.0,,,
78577,7.0,3.0,1.0,8.0,4.0
78586,2.0,1.0,,,
78593,1.0,,,,
78602,1.0,,1.0,2.0,
78634,3.0,1.0,,,
78641,13.0,6.0,,,
78650,1.0,,,,
78659,,,1.0,,
78666,9.0,7.0,1.0,10.0,8.0
78702,10.0,4.0,1.0,11.0,5.0
78709,1.0,1.0,,,
78727,3.0,1.0,,,
78734,2.0,1.0,,,
78741,18.0,8.0,,,
78750,13.0,4.0,,,
78752,4.0,2.0,,,
78759,12.0,5.0,,,
78834,2.0,,,,
78852,1.0,,1.0,2.0,
78861,1.0,,,,
78884,1.0,1.0,,,
78945,2.0,,,,
79029,1.0,,,,
79109,4.0,2.0,1.0,5.0,3.0
79118,1.0,,,,
79363,1.0,1.0,,,
79404,1.0,,1.0,2.0,
79411,1.0,1.0,,,
79413,3.0,1.0,,,
79536,1.0,1.0,,,
79602,1.0,1.0,,,
79720,1.0,,,,
79761,2.0,1.0,,,
79763,3.0,1.0,,,
79772,1.0,,1.0,2.0,
79904,7.0,2.0,,,
79906,7.0,4.0,,,
79922,4.0,3.0,,,
79931,2.0,2.0,,,
79936,11.0,8.0,,,
79938,18.0,8.0,2.0,20.0,10.0
80004,8.0,4.0,,,
80011,9.0,6.0,,,
80013,11.0,6.0,1.0,12.0,7.0
80015,17.0,8.0,,,
80020,16.0,10.0,1.0,17.0,11.0
80022,2.0,1.0,,,
80031,1.0,,,,
80045,3.0,3.0,,,
80104,6.0,5.0,,,
80106,,,1.0,,
80113,8.0,3.0,,,
80120,10.0,3.0,,,
80122,6.0,5.0,,,
80129,3.0,3.0,,,
80138,4.0,2.0,,,
80204,12.0,6.0,,,
80206,11.0,7.0,,,
80215,4.0,,1.0,5.0,
80220,17.0,5.0,,,
80222,1.0,1.0,,,
80224,6.0,3.0,,,
80229,6.0,2.0,,,
80231,7.0,4.0,1.0,8.0,5.0
80238,10.0,5.0,1.0,11.0,6.0
78574,5.0,1.0,,,
78576,2.0,,,,
78610,6.0,2.0,2.0,8.0,4.0
78617,1.0,1.0,,,
78624,1.0,,,,
78626,6.0,3.0,,,
78633,3.0,,1.0,4.0,
78642,4.0,1.0,,,
78644,1.0,,,,
78653,3.0,,,,
78660,32.0,16.0,,,
78669,,,1.0,,
78676,1.0,,,,
78701,8.0,4.0,2.0,10.0,6.0
78703,17.0,9.0,1.0,18.0,10.0
